id,listing_url,name,picture_url,latitude,longitude,neighbourhood_cleansed
1173704167971482861,https://www.airbnb.com/rooms/1173704167971482861,Hotel room steps from Avenida Diagonal by NH Hotel,https://a0.muscache.com/pictures/prohost-api/Hosting-1173704167971482861/original/497a41b1-6b6a-4422-aea8-36e0bbf87de3.jpeg,41.38885,2.13656,les Corts
1173759548716604241,https://www.airbnb.com/rooms/1173759548716604241,Luminous 2-Bedroom Apt in the Heart of Barcelona,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3Mzc1OTU0ODcxNjYwNDI0MQ%3D%3D/original/0fc24627-9468-4ea5-94ec-9bbc7d8b87b1.jpeg,41.39101,2.16752,la Dreta de l'Eixample
1173760924673978935,https://www.airbnb.com/rooms/1173760924673978935,Barcelona Centre City Sagrada Familia  1,https://a0.muscache.com/pictures/miso/Hosting-1173760924673978935/original/84880d18-8701-48c9-a45e-c8d63610d4f3.jpeg,41.40362,2.17026,el Camp d'en Grassot i Gràcia Nova
1173965819765316882,https://www.airbnb.com/rooms/1173965819765316882,Espacioso piso en Vallvidrera,https://a0.muscache.com/pictures/miso/Hosting-1173965819765316882/original/63d4c9de-e00e-4b7b-87ff-1729837fe0b1.jpeg,41.41368,2.10462,"Vallvidrera, el Tibidabo i les Planes"
1174000485892660883,https://www.airbnb.com/rooms/1174000485892660883,apartment with private terrace,https://a0.muscache.com/pictures/miso/Hosting-1174000485892660883/original/5799ba6a-9ba8-478c-ae45-7d94c74268eb.jpeg,41.38171,2.15948,Sant Antoni
1174017080527919864,https://www.airbnb.com/rooms/1174017080527919864,Bonito piso cerca del mar,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3NDAxNzA4MDUyNzkxOTg2NA%3D%3D/original/798b50a6-bf2f-45b2-a4d5-91ea0a128feb.jpeg,41.42099783600658,2.211986026813336,el Besòs i el Maresme
1174044388585833591,https://www.airbnb.com/rooms/1174044388585833591,Gothic: GroupFlat 4 Nice Apartments for 32 people,https://a0.muscache.com/pictures/miso/Hosting-1174044388585833591/original/66d678c5-feeb-4c73-a1e3-6bf2d37438e5.jpeg,41.379,2.17715,el Barri Gòtic
1174344347022316569,https://www.airbnb.com/rooms/1174344347022316569,Great 8 bedrooms 4 bathr. Groupflat L'Eixample 16p,https://a0.muscache.com/pictures/hosting/Hosting-1174344347022316569/original/00de872c-4db0-47ed-bc68-cbb56c34d18c.jpeg,41.37932,2.15313,la Nova Esquerra de l'Eixample
1175244768697903161,https://www.airbnb.com/rooms/1175244768697903161,Mai&Maud Urgell apartment,https://a0.muscache.com/pictures/miso/Hosting-1175244768697903161/original/af1defe0-3212-45a1-bdeb-22f4a3df8788.jpeg,41.38376,2.15719,l'Antiga Esquerra de l'Eixample
1175323851822495546,https://www.airbnb.com/rooms/1175323851822495546,Mensual Sagrada Familia La Plaça,https://a0.muscache.com/pictures/prohost-api/Hosting-1175323851822495546/original/60f7f8c7-9911-4a0a-839b-257b478be18c.jpeg,41.40313,2.17477,la Sagrada Família
1175332285351724468,https://www.airbnb.com/rooms/1175332285351724468,Cozy 2-bedroom flat on famous pedestrian street,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTE3NTMzMjI4NTM1MTcyNDQ2OA%3D%3D/original/62428f5e-8464-4986-bddf-29a7d8ff06d8.jpeg,41.3819401,2.1531631,la Nova Esquerra de l'Eixample
